Data Reuploading Reps,Row,Expressibility,Trainability CrossEntropy,Min CrossEntropy,Max CrossEntropy,Mean CrossEntropy,Median CrossEntropy,Hist CrossEntropy,Trainability Fidelity,Min Loss Fidelity,Max Loss Fidelity,Mean Loss Fidelity,Median Loss Fidelity,Hist Loss Fidelity
20,0,1.1786756616657925,0.08995127206760167,0.12524607766349455,0.7354480127796165,0.35267736080722173,0.34685644711078234,"[ 371 3298  330    1    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030007697822730644,0.716684972805878,0.99999688761931,0.9689112187567451,0.977864580192991,"[   0    0    0    0    0    0    0    0    0    0    2    1   44  405
 3548]"
20,1,1.1813871563390181,0.0902099040416801,0.12895049227646482,0.8408380920977138,0.3569442823775814,0.34893057300538416,"[ 316 3322  359    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030392640208110687,0.7357284131796971,0.99997352355715,0.9686768001887663,0.9779970104543845,"[   0    0    0    0    0    0    0    0    0    0    0    2   48  412
 3538]"
20,2,1.1746236707572313,0.09155965324492,0.13523506806428767,0.9432870327136033,0.3572482098472818,0.34703847647261676,"[ 345 3277  374    4    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030438296945842373,0.734789003238727,0.999989662231964,0.9689558295345391,0.9781823862893699,"[   0    0    0    0    0    0    0    0    0    0    0    6   49  384
 3561]"
20,3,1.1738377355992333,0.09137643129079517,0.11827326563900528,0.7763850284918481,0.35442939512835936,0.3437857842448701,"[ 335 3276  386    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.029941026841486616,0.767728993316061,0.999989495336443,0.9687100577221172,0.977552535054294,"[   0    0    0    0    0    0    0    0    0    0    0    4   40  423
 3533]"
20,4,1.1844035080526085,0.09120347309913532,0.1174636136233709,0.7988143037538535,0.35577173063102757,0.3475785576765069,"[ 350 3275  371    4    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.0304786658130767,0.744982406793226,0.999981233461068,0.9687730033658809,0.978167214909879,"[   0    0    0    0    0    0    0    0    0    0    0    4   51  413
 3532]"
20,5,1.1770656052145094,0.09040992685600785,0.12902479723146462,0.830321468763342,0.35188331824624347,0.3421104064610532,"[ 372 3274  351    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.029630961042433672,0.700316955364664,0.999980165813485,0.9686075364480059,0.9775388753437735,"[   0    0    0    0    0    0    0    0    0    0    1    0   39  433
 3527]"
20,6,1.1769871037960002,0.09108762804597692,0.12300296162606425,0.7901802120088314,0.35846663199338646,0.35101636384268503,"[ 340 3275  382    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030301937430998488,0.729037428175204,0.999992047091428,0.9689028954183896,0.9787894736444935,"[   0    0    0    0    0    0    0    0    0    0    1    2   48  406
 3543]"
20,7,1.1799587056958527,0.09159968288439668,0.11436888170448431,0.8357018551952535,0.35626877089924636,0.3478548085330064,"[ 333 3287  376    4    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030421128893776295,0.781054284408227,0.99998742082784,0.9685219857673915,0.977366570174536,"[   0    0    0    0    0    0    0    0    0    0    0    3   50  437
 3510]"
20,8,1.1843913433186122,0.09120156405828532,0.11749646368737275,0.7996869078234563,0.3557701532701197,0.3477439762666673,"[ 349 3274  373    4    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.030479904149214105,0.744499603301217,0.999981102696958,0.968771632318394,0.9781580651970101,"[   0    0    0    0    0    0    0    0    0    0    0    4   51  411
 3534]"
20,9,1.1791694585847754,0.09206196235520951,0.10407405425401056,0.7670845382816522,0.35580180154777297,0.3483675244775813,"[ 371 3258  368    3    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0    0]",0.03009873759769746,0.7166415317322979,0.999989601653382,0.9687903745676104,0.977590403069034,"[   0    0    0    0    0    0    0    0    0    0    1    2   48  409
 3540]"
