Data Reuploading Reps,Row,Expressibility,Loss Dispersion,Min Loss,Mean Loss
1,0,2.037548108542077,0.6309138929105275,0.0062642429327785,0.6050920313650702
1,1,2.045065241735577,0.5043785724645935,0.020109355674095,0.5389927112322573
1,2,2.116304359730562,0.3549334223634701,0.0573014751477658,0.4470866244141132
1,3,2.082506111499413,0.6895323131646363,0.0032509655732833,0.6155198352433842
1,4,2.0345921565318896,0.7842245983162567,0.0006201135622746,0.6719378515650853
1,5,2.1038351245457885,0.7424572695776399,0.0014032064019658,0.6557380293604984
1,6,2.084300238027994,0.7311910136346071,0.0016913083927076,0.6510784958584627
1,7,1.9877880890995137,0.5413088700654056,0.0149313123980988,0.543274505959728
1,8,1.9985246815474305,0.553102379141021,0.0133716698663519,0.5651475537182268
1,9,2.1371075745644514,0.5437131176560452,0.0146299118415479,0.544514184397718
1,10,2.0032611587990163,0.7102710277714753,0.0023282595460578,0.6421277282410334
1,11,1.99397494966214,0.6750104121224366,0.0039001878051953,0.6089398746002027
1,12,2.008700597591109,0.7669448872065329,0.0008940618423407,0.6654503631185796
1,13,2.0704230272355235,0.8027780605638125,0.0003937291532318,0.6785362184667495
1,14,1.8596498884632096,0.1226469974281047,0.202572125671195,0.3634493163468716
1,15,2.13033418418059,0.7803909486557076,0.0006753385948264,0.6705260510948561
1,16,1.9359781962364628,0.6292553477193132,0.0063775179752935,0.6042728015811915
1,17,2.043402470805865,0.543368910183262,0.0145572556917781,0.5599738120042712
1,18,1.99893772290562,0.5030340071809647,0.0203938938639799,0.5233881395108108
1,19,2.0355470690167365,0.1594216609080728,0.1697233431533699,0.3738468443622643
1,20,2.0418039282106206,0.7094344427669365,0.0024881310554646,0.6243072486924307
1,21,2.0239340463812523,0.5176967865621037,0.018060526214619,0.54619811569476
1,22,2.007703298447825,0.1205450602595768,0.2044809999716222,0.3586759385271459
1,23,2.017258368993512,0.7615224703446302,0.0009939182847818,0.6633505926681371
1,24,2.0320791421366216,0.7712938567381882,0.0008960607963481,0.649654452272918
1,25,2.096973813072493,0.7627892593232619,0.0010548640640572,0.6463666019445733
1,26,2.151314054402891,0.6426390753796664,0.0056663081098121,0.5938105672333831
1,27,2.098116791222475,0.5039346737317524,0.0202500809326159,0.523858592867045
1,28,2.0632461635930603,0.2290448814802652,0.1188079485860323,0.3991486053591684
1,29,2.19228485409427,0.7587129432511597,0.001048430806554,0.6622510193643946
1,30,2.0355287835037825,0.6621798529154227,0.0045448481062168,0.6030163181802203
1,31,2.1205240460478056,0.5253989153909889,0.016949735656646,0.5503485630101309
1,32,2.193215376471152,0.7302952494365677,0.0017157943056681,0.6507030775253613
1,33,2.06719298340152,0.68850551577308,0.0031485392114892,0.6324286995424825
1,34,2.1337033757652537,0.7745976328573316,0.0007646868863266,0.6683624903113448
1,35,1.9949235016437548,0.7971114162360278,0.0005108076024235,0.6591912838055705
1,36,1.9981468668186475,0.6577591604863343,0.004783333177446,0.6009526423945439
1,37,2.1418727672036884,0.6732204894002589,0.0039859980777301,0.6081195493016583
1,38,2.0830524695351054,0.4155983731439481,0.0386496271402168,0.4906924291181002
1,39,2.132976443377475,0.5966735307044997,0.0090704361006175,0.5713883932831103
1,40,1.9674328678046544,0.326895406439511,0.0680599317308021,0.4335341272650167
1,41,2.141614176093984,0.561699891960769,0.0125177118196654,0.5537410313351848
1,42,2.022695409839799,0.7923329905213998,0.0005718511911866,0.6574792941083983
1,43,2.047134890206048,0.4033268260002887,0.0419954234884438,0.4840797901002154
1,44,2.0805770181113923,0.6766702262544063,0.0036697555741357,0.6270000888812212
1,45,2.1771447891142515,0.728295556732863,0.0017713218644131,0.6498624135036489
1,46,2.1060626814028907,0.6683298958783856,0.0040715212546607,0.6231126137617757
1,47,2.1402526731209046,0.8169456507120159,0.0002623398862023,0.6832956938120442
1,48,2.023653833202008,0.2597188395630193,0.1005619622760946,0.4122653597040774
1,49,2.123525088000121,0.6881438233544473,0.0033095243138337,0.6148966420129132
1,50,2.187351747941145,0.7690604019656523,0.0008569694867364,0.6662614554675756
1,51,2.1472424461633373,0.6946689215114171,0.0028987154723801,0.6352134524099886
1,52,2.2025706503483984,0.7649921282506953,0.0009292223408678,0.6646976094008549
1,53,1.977333554955736,0.5702996647101185,0.0114537289961003,0.5742080994026181
1,54,1.9993833348857064,0.1833029450551531,0.1506730038280943,0.3817518263501174
1,55,2.1503855023998204,0.5971730883393348,0.0090269747160823,0.5716371789923771
1,56,1.9188474450669448,0.2144548067304882,0.1283416137774493,0.3932996023299216
1,57,2.1457921961328195,0.7382453932617592,0.0015066802966551,0.6540096823841628
1,58,2.047051440947892,0.7110026124903693,0.0024338426997914,0.6249877137088277
1,59,2.061424203449466,0.7168426257436613,0.0022387540278776,0.627505879272716
1,60,2.123807635371644,0.7805105139848245,0.0007424771240045,0.6531381410901059
1,61,2.0802091377664693,0.7352842928338817,0.0015824245825738,0.6527848134515783
1,62,2.1305792797971126,0.6757506355047503,0.0038650819063305,0.6092785362514965
1,63,2.06656259074225,0.6719129651765297,0.0040495115446056,0.6075190521647972
1,64,1.964047329980812,0.5069197472525185,0.0197055522767733,0.5403700160335523
1,65,1.9685445046298349,0.5864277051735632,0.0098468107741912,0.5825986627814927
1,66,2.0808338292321,0.7331384810061273,0.0016388930239615,0.6518922011348813
1,67,2.0475853492119955,0.7460940246501943,0.0013177953907945,0.6572170641353287
1,68,1.8392827147677795,0.7475302279516229,0.001383975437349,0.6403006533798248
1,69,1.9665160596165976,0.721095381016083,0.0021035591477891,0.6293235348364796
1,70,2.15295417015548,0.8063856196581654,0.0004045502210764,0.6624404278215825
1,71,2.0944443474694845,0.5703960486560442,0.011443589517534,0.5742585644918863
1,72,2.204356791421764,0.7642547855142071,0.0009427314258432,0.6644123690992721
1,73,2.0154198906542544,0.6296152021503564,0.0065153880472481,0.5875603492241075
1,74,1.986001656854948,0.5537560055990929,0.013420149307501,0.5496768433619882
1,75,2.008524256462923,0.6413773624714906,0.0057448755261806,0.5932089329358881
1,76,2.075251529430145,0.4789586706294268,0.0245376684329754,0.5107905759449443
1,77,2.008213707937548,0.6530302324675648,0.0048876722005772,0.615854630556021
1,78,2.088839728350864,0.6803442423738101,0.0035019525785562,0.62869650134167
1,79,2.0068622668084206,0.6857458676231353,0.0034123717884519,0.613817367331281
1,80,2.1071699390381813,0.5447193192847388,0.0143882744951234,0.5606934104178252
1,81,1.8806099598046355,0.7805957250682313,0.0007411435219921,0.6531699513220232
1,82,2.064153372294611,0.6786579098536714,0.0035782886825158,0.6279191041875292
1,83,2.0141087814856604,0.0415564824803505,0.2914692806039529,0.3475546488861512
1,84,2.018099294044206,0.7691714257501931,0.0009341178697966,0.6488403873017488
1,85,2.1457201065605496,0.7242067202165622,0.0018886386377315,0.6481324571240389
1,86,2.108072765188361,0.6567031752096091,0.0048415844829149,0.6004580095764498
1,87,1.9319645293709693,0.0468273148681746,0.2849752022877099,0.3495953280672683
1,88,2.123946288674073,0.6004391761916643,0.0085904698606646,0.5897931746896481
1,89,2.129210008532921,0.6702385093683005,0.0039769791392663,0.6240066358912703
1,90,2.1520665446097818,0.7504136851519713,0.0013172384213681,0.6414627858554234
1,91,1.9744205379905229,0.1646440477981486,0.1652550437812523,0.3697697223131069
1,92,1.9161169225862564,0.5605693841523937,0.0125119126090802,0.5690949659171388
1,93,2.087892927631965,0.6142748984687452,0.0076289583482984,0.5800905393873222
1,94,2.162377159441675,0.6720013062217198,0.0040451981564496,0.6075596571641291
1,95,2.16617766295722,0.7557488030710371,0.0011080505754042,0.6610824615227949
1,96,2.159482163006623,0.5682848560640423,0.0116672037025904,0.5731523356677675
1,97,2.1814143969119995,0.7028595942346497,0.0027247583050686,0.6214349295018221
1,98,2.1646073710726124,0.6367814937161712,0.0060376688245299,0.5910103369033236
1,99,2.057852825121227,0.8094609637565011,0.0003727251017911,0.6634956747331743
1,100,2.0494699353822527,0.3773860930477049,0.0498068938565613,0.4702483293598971
1,101,1.987621045464196,0.3942799968366674,0.0445121532052874,0.466814864808742
